,PontosCredito,Idade,VinculoEmpresa,DinheiroRestante,NumProdutosComprados,CartaoCredito,MembroAtivo,SalarioEstimado,Pais_France,Pais_Germany,Pais_Spain,Sexo_Male,Sexo_Female,Churn
3551,730,39,1,99010.67,1,1,0,194945.8,1,0,0,0,1,0
3552,624,37,0,0.0,2,0,0,112104.55,1,0,0,1,0,0
3553,506,37,5,0.0,2,1,1,127543.81,1,0,0,1,0,0
3554,605,27,9,0.0,2,1,0,198091.81,1,0,0,1,0,0
3555,509,35,8,0.0,2,0,1,67431.28,1,0,0,1,0,0
3556,562,37,2,0.0,1,0,1,52525.15,1,0,0,1,0,1
3557,771,66,7,143773.07,1,1,1,130827.88,1,0,0,0,1,0
3558,576,55,6,44582.07,3,0,1,67539.85,1,0,0,0,1,1
3559,686,43,2,134896.03,1,1,1,97847.05,0,1,0,1,0,0
3560,722,37,2,0.0,1,0,0,120906.83,1,0,0,1,0,0
3561,640,44,3,137148.68,1,1,0,92381.01,1,0,0,1,0,0
3562,663,46,6,95439.4,1,1,1,21038.58,0,1,0,0,1,1
3563,828,37,4,0.0,2,1,0,94845.45,1,0,0,1,0,0
3564,701,59,7,0.0,2,0,1,27597.59,0,0,1,1,0,0
3565,655,47,10,0.0,2,1,0,167778.62,1,0,0,0,1,0
3566,754,45,6,0.0,1,1,0,73881.68,1,0,0,0,1,1
3567,600,39,7,88477.36,2,1,0,58632.37,0,1,0,0,1,0
3568,616,36,10,78249.53,1,1,0,136934.91,0,1,0,0,1,0
3569,824,30,0,133634.02,1,1,1,162053.92,1,0,0,1,0,0
3570,427,37,5,0.0,2,1,1,121485.1,1,0,0,1,0,0
3571,577,31,6,0.0,1,1,1,196395.25,0,0,1,1,0,0
3572,587,45,8,134980.74,1,1,1,123309.57,0,1,0,0,1,1
3573,850,30,8,154870.28,1,1,1,54191.38,0,1,0,0,1,0
3574,575,22,8,105229.34,1,1,1,34397.08,0,0,1,0,1,0
3575,660,38,6,109869.32,1,1,1,154641.91,0,0,1,1,0,0
3576,617,34,0,131244.65,2,1,0,183229.02,1,0,0,0,1,0
3577,622,58,7,116922.25,1,1,0,120415.61,0,1,0,0,1,1
3578,812,39,5,115730.71,3,1,1,185599.34,0,1,0,1,0,1
3579,693,36,8,178111.82,1,0,0,58719.63,1,0,0,1,0,1
3580,515,33,2,0.0,2,1,1,136028.97,1,0,0,1,0,0
3581,633,35,10,0.0,2,1,0,65675.47,1,0,0,1,0,0
3582,700,32,8,110923.15,2,1,1,161845.81,1,0,0,0,1,1
3583,612,76,6,96166.88,1,1,1,191393.26,0,1,0,1,0,0
3584,619,56,7,0.0,2,1,1,42442.21,0,0,1,0,1,0
3585,479,47,6,121797.09,1,0,1,5811.9,1,0,0,1,0,1
3586,636,43,6,0.0,2,1,0,43128.95,1,0,0,1,0,0
3587,606,34,3,161572.24,1,0,1,191076.22,0,0,1,1,0,0
3588,548,46,1,0.0,1,1,1,104469.06,1,0,0,0,1,1
3589,718,39,2,0.0,1,1,1,52138.49,0,0,1,0,1,0
3590,672,40,10,102980.44,1,1,0,1285.81,0,1,0,1,0,1
3591,572,47,2,0.0,2,1,0,36099.7,1,0,0,0,1,0
3592,551,43,7,0.0,2,1,0,178393.68,1,0,0,1,0,0
3593,660,43,1,0.0,1,0,1,112026.1,1,0,0,0,1,1
3594,680,37,4,0.0,2,1,0,61240.87,1,0,0,1,0,0
3595,546,25,7,127728.24,2,1,1,105279.74,0,0,1,1,0,0
3596,671,34,10,153360.02,1,1,0,140509.86,0,0,1,1,0,0
3597,675,32,10,0.0,2,1,0,191545.65,0,0,1,1,0,0
3598,733,48,7,85915.52,1,1,1,23860.5,0,1,0,1,0,0
3599,815,35,4,0.0,2,0,1,198490.33,1,0,0,1,0,0
3600,579,31,9,0.0,1,0,1,139048.0,1,0,0,1,0,0
3601,577,43,3,0.0,2,1,1,135008.92,0,0,1,1,0,0
3602,824,26,7,146266.0,1,1,0,21903.62,1,0,0,1,0,1
3603,699,31,8,125927.51,2,1,0,147661.47,0,0,1,1,0,0
3604,721,41,2,0.0,2,1,0,168219.75,1,0,0,1,0,0
3605,683,34,9,114609.55,2,0,1,25339.29,0,0,1,1,0,0
3606,623,40,6,0.0,2,1,1,66119.07,1,0,0,1,0,0
3607,706,34,0,140641.26,2,1,1,77271.91,0,1,0,1,0,0
3608,533,47,9,83347.25,1,1,1,137696.25,1,0,0,1,0,0
3609,521,30,2,107316.09,1,1,0,64299.82,1,0,0,1,0,0
3610,660,33,1,0.0,2,0,0,117834.91,0,0,1,0,1,0
3611,550,31,5,142200.19,2,1,1,122221.71,1,0,0,1,0,0
3612,678,43,5,102338.19,1,1,1,79649.62,1,0,0,1,0,0
3613,715,34,9,102277.52,1,0,0,177852.57,0,1,0,0,1,1
3614,678,32,5,0.0,2,1,0,90284.47,1,0,0,0,1,0
3615,548,32,2,172448.77,1,1,0,188083.77,1,0,0,0,1,1
3616,568,28,5,145105.64,2,1,0,185489.11,1,0,0,1,0,0
3617,512,36,3,84327.77,2,1,0,17675.36,1,0,0,0,1,0
3618,479,35,9,92833.89,1,1,0,99449.86,0,1,0,1,0,1
3619,684,31,8,0.0,2,1,0,188637.05,0,0,1,0,1,0
3620,684,45,6,148071.39,1,1,0,183575.01,1,0,0,1,0,0
3621,512,31,6,0.0,2,1,0,168462.26,0,0,1,1,0,0
3622,691,21,3,103000.94,1,1,1,104648.58,0,0,1,1,0,0
3623,647,47,5,105603.21,2,1,1,157360.9,0,0,1,1,0,0
3624,547,38,5,167539.97,1,0,1,159207.34,1,0,0,0,1,0
3625,797,59,4,129321.44,1,1,1,93624.55,0,0,1,1,0,0
3626,727,59,5,152581.06,1,1,0,71830.1,0,1,0,1,0,1
3627,757,46,0,0.0,2,1,0,37460.05,1,0,0,1,0,0
3628,410,50,2,102278.79,2,1,0,89822.48,0,1,0,0,1,0
3629,687,36,4,97157.96,1,0,1,63185.05,1,0,0,0,1,0
3630,850,51,3,109799.55,2,1,1,12457.76,0,0,1,1,0,1
3631,666,33,2,147229.65,1,1,1,56410.17,1,0,0,0,1,0
3632,583,51,6,125268.03,2,1,0,165082.25,1,0,0,1,0,0
3633,663,36,6,77253.5,1,0,0,35817.97,0,1,0,0,1,1
3634,692,45,6,152296.83,4,0,1,108040.86,0,1,0,1,0,1
3635,549,31,9,135020.21,2,1,1,23343.18,0,1,0,0,1,0
3636,813,34,0,0.0,2,1,0,43169.15,1,0,0,1,0,0
3637,769,73,1,0.0,1,1,1,29792.11,1,0,0,0,1,0
3638,563,57,6,0.0,2,1,1,39297.48,0,0,1,1,0,0
3639,739,42,2,141642.92,2,1,0,172149.76,1,0,0,1,0,0
3640,694,37,10,143835.47,1,0,1,33326.71,1,0,0,1,0,0
3641,627,57,9,0.0,2,1,1,107712.42,1,0,0,0,1,0
3642,829,50,7,0.0,2,0,1,178458.86,0,0,1,1,0,0
3643,668,34,0,0.0,1,0,0,99984.86,0,0,1,1,0,0
3644,515,65,7,92113.61,1,1,1,142548.33,1,0,0,1,0,0
3645,532,44,3,148595.55,1,1,0,74838.64,1,0,0,1,0,1
3646,508,54,10,0.0,1,1,1,175749.36,0,0,1,1,0,0
3647,704,36,3,114370.41,1,0,1,66810.48,1,0,0,1,0,0
3648,794,33,0,0.0,2,0,0,178122.71,1,0,0,1,0,0
3649,678,26,1,0.0,2,1,0,45443.68,1,0,0,0,1,0
3650,822,46,3,115074.02,2,1,0,26249.86,0,1,0,0,1,0
3651,757,30,6,161378.02,1,0,0,71926.28,0,1,0,0,1,1
3652,639,38,5,0.0,2,0,0,93716.38,1,0,0,0,1,0
3653,793,63,4,103729.79,2,1,1,80272.06,1,0,0,1,0,0
3654,850,28,9,97408.03,1,1,1,175853.64,0,0,1,1,0,0
3655,703,35,5,140691.08,2,1,0,167810.26,0,1,0,1,0,0
3656,790,37,6,0.0,2,1,1,119484.01,0,0,1,1,0,0
3657,665,40,1,173432.55,1,0,1,116766.79,0,0,1,0,1,0
3658,434,55,6,0.0,1,0,1,73562.05,0,0,1,1,0,1
3659,750,36,8,112940.07,1,0,1,9855.81,0,0,1,0,1,0
3660,635,27,8,127471.56,1,1,1,152916.05,1,0,0,0,1,1
3661,817,58,3,114327.59,2,1,1,42831.11,0,1,0,1,0,0
3662,696,31,8,0.0,2,0,0,191074.11,1,0,0,0,1,0
3663,621,42,8,68683.68,1,1,1,74157.71,0,0,1,1,0,0
3664,773,39,4,0.0,2,0,1,182081.45,0,0,1,0,1,0
3665,616,43,7,95984.21,1,0,1,115262.54,0,1,0,0,1,1
3666,638,29,9,103417.74,1,1,1,15336.4,1,0,0,0,1,0
3667,718,38,7,0.0,2,1,0,38308.34,1,0,0,1,0,0
3668,731,70,3,0.0,2,1,1,141180.66,0,0,1,1,0,0
3669,555,24,2,0.0,2,0,1,197866.55,0,0,1,0,1,0
3670,488,22,6,0.0,2,1,1,66393.89,1,0,0,0,1,0
3671,701,63,3,120916.52,3,0,0,144727.45,0,1,0,1,0,1
3672,565,46,7,135369.71,1,0,1,140130.22,1,0,0,1,0,0
3673,600,28,2,116623.31,1,0,1,59905.29,0,1,0,1,0,0
3674,705,44,0,184552.12,1,1,0,68860.3,0,0,1,1,0,1
3675,745,36,8,67226.37,1,1,0,130789.6,1,0,0,1,0,0
3676,593,32,10,158537.42,1,1,0,166850.57,0,0,1,1,0,0
3677,544,29,1,118560.55,1,1,1,164137.36,1,0,0,0,1,0
3678,711,81,6,0.0,2,1,1,72276.24,1,0,0,0,1,0
3679,709,39,9,124723.92,1,1,0,73641.86,0,1,0,0,1,0
3680,674,27,4,111568.01,1,0,1,22026.18,0,1,0,0,1,0
3681,507,29,4,89349.47,2,0,0,180626.68,1,0,0,0,1,0
3682,648,42,2,98795.61,2,1,0,89123.99,0,0,1,1,0,0
3683,663,45,5,83195.12,1,1,1,48682.1,1,0,0,1,0,0
3684,745,33,1,0.0,2,1,1,174431.01,1,0,0,0,1,0
3685,756,41,2,124439.49,2,0,1,47093.11,0,1,0,1,0,0
3686,731,39,2,0.0,2,1,0,136737.13,0,0,1,0,1,0
3687,584,42,3,137479.13,1,1,0,25669.1,0,1,0,1,0,0
3688,608,31,7,79962.92,2,1,0,60901.72,1,0,0,1,0,0
3689,559,32,9,145303.52,1,1,0,103560.98,1,0,0,1,0,0
3690,622,33,3,96926.12,2,1,0,48553.77,0,1,0,1,0,0
3691,540,40,3,165298.12,1,0,1,199862.75,1,0,0,0,1,0
3692,649,47,8,110783.28,1,1,1,71420.16,0,0,1,0,1,0
3693,769,31,4,61297.05,2,1,1,7118.02,1,0,0,1,0,0
3694,640,45,1,0.0,1,1,1,10908.33,1,0,0,1,0,0
3695,570,29,4,122028.65,2,1,1,173792.77,0,1,0,1,0,0
3696,512,41,8,145150.28,1,1,0,64869.32,1,0,0,0,1,1
3697,624,80,3,0.0,1,1,1,65801.44,1,0,0,1,0,0
3698,661,26,8,0.0,2,0,0,196875.87,1,0,0,1,0,0
3699,850,31,4,164672.66,1,0,1,61936.1,0,1,0,0,1,0
3700,828,42,10,0.0,1,1,1,186071.14,0,0,1,1,0,0
3701,787,25,5,0.0,2,1,0,47307.9,1,0,0,1,0,0
3702,757,43,5,131433.33,2,1,1,3497.43,0,1,0,0,1,1
3703,850,39,6,0.0,2,1,0,103921.43,0,0,1,0,1,0
3704,529,35,5,95772.97,1,1,1,112781.5,0,0,1,1,0,0
3705,500,34,4,0.0,2,1,0,12833.96,1,0,0,0,1,0
3706,588,33,9,150186.22,2,1,1,65611.01,0,1,0,1,0,0
3707,669,29,7,146011.4,1,0,0,50249.16,1,0,0,0,1,0
3708,715,35,3,0.0,1,1,1,152012.36,1,0,0,0,1,0
3709,601,44,1,100486.18,2,1,1,62678.53,1,0,0,1,0,0
3710,555,46,4,120392.99,1,1,0,177719.88,0,1,0,0,1,1
3711,599,35,6,137102.65,1,0,0,76870.81,0,0,1,1,0,0
3712,698,52,8,96781.39,1,1,1,153373.71,0,1,0,1,0,0
3713,637,35,8,147127.81,2,1,1,84760.7,0,1,0,1,0,0
3714,641,32,5,122947.92,1,1,1,99154.86,0,1,0,1,0,0
3715,643,48,8,0.0,2,1,0,174729.3,0,0,1,1,0,0
3716,603,35,1,105346.03,2,1,1,130379.5,0,1,0,1,0,0
3717,586,46,8,106968.96,1,1,1,79366.98,0,1,0,1,0,1
3718,837,37,6,94001.61,2,1,0,140723.05,0,1,0,1,0,0
3719,645,42,4,98298.18,1,1,1,676.06,1,0,0,1,0,0
3720,580,33,7,131647.01,2,0,0,79775.19,0,1,0,0,1,0
3721,667,42,6,0.0,1,1,0,88890.05,1,0,0,1,0,0
3722,620,29,9,0.0,2,1,0,13133.88,0,0,1,1,0,0
3723,704,36,7,120026.98,2,0,1,100601.73,1,0,0,1,0,0
3724,706,53,3,0.0,3,0,0,88479.02,0,0,1,0,1,1
3725,500,44,9,160838.13,2,1,0,196261.64,0,1,0,1,0,0
3726,625,52,5,164978.01,1,1,1,67788.49,1,0,0,1,0,0
3727,511,48,6,149726.08,1,0,0,88307.87,0,1,0,1,0,1
3728,621,40,7,0.0,2,0,1,131283.6,0,0,1,0,1,1
3729,850,40,0,0.0,2,1,0,1099.95,1,0,0,0,1,0
3730,629,49,4,0.0,2,1,1,196335.48,1,0,0,0,1,0
3731,691,33,1,128306.83,1,1,1,113580.79,1,0,0,0,1,0
3732,466,36,5,119540.15,1,0,1,80603.99,1,0,0,0,1,0
3733,647,33,7,121260.19,2,1,0,77216.48,0,0,1,1,0,0
3734,627,49,4,111087.5,1,0,1,146680.25,0,0,1,1,0,0
3735,670,30,3,133446.34,1,0,0,3154.95,0,0,1,1,0,0
3736,620,42,1,0.0,2,0,1,65565.92,1,0,0,0,1,0
3737,549,31,4,0.0,2,0,1,25684.85,1,0,0,1,0,0
3738,769,27,7,188614.07,1,1,0,171344.09,0,1,0,1,0,0
3739,729,42,1,0.0,2,1,1,149535.97,0,0,1,0,1,0
3740,748,40,0,0.0,1,0,0,60416.76,1,0,0,1,0,0
3741,751,29,1,135536.5,1,1,0,66825.33,1,0,0,1,0,0
3742,610,36,4,129440.3,2,1,0,102638.35,1,0,0,1,0,0
3743,690,54,1,144027.8,1,1,1,108731.02,0,1,0,0,1,1
3744,700,29,8,0.0,2,0,1,152097.02,0,0,1,1,0,0
3745,850,38,1,146343.98,1,0,1,103902.11,0,0,1,1,0,0
3746,633,33,3,0.0,2,1,0,191111.02,1,0,0,0,1,0
3747,577,40,1,0.0,2,1,1,108787.0,0,0,1,0,1,0
3748,615,35,2,97440.02,2,1,1,139816.1,1,0,0,0,1,0
3749,490,37,3,116465.53,1,0,1,24435.77,1,0,0,0,1,0
3750,675,36,9,106190.55,1,0,1,22994.32,0,0,1,1,0,0
3751,552,45,9,0.0,2,1,0,26752.56,0,0,1,1,0,0
3752,655,50,10,0.0,4,1,0,179267.94,1,0,0,0,1,1
3753,595,43,5,0.0,2,0,0,105149.8,0,0,1,0,1,0
3754,660,31,9,125189.75,2,1,1,139874.43,0,1,0,1,0,0
3755,809,41,1,79706.25,2,1,0,165675.01,0,1,0,1,0,0
3756,623,23,1,106012.2,2,0,1,191415.94,1,0,0,1,0,0
3757,684,48,3,73309.38,1,0,0,21228.34,1,0,0,0,1,1
3758,650,31,1,160566.11,2,0,0,27073.81,1,0,0,0,1,0
3759,535,38,8,127475.24,1,0,0,60775.76,0,1,0,1,0,1
3760,477,27,1,128554.98,1,1,1,133173.19,1,0,0,1,0,0
3761,695,44,8,0.0,2,1,1,70974.13,0,0,1,1,0,0
3762,847,37,9,112712.17,1,1,0,116097.26,0,0,1,0,1,0
3763,764,39,5,81042.42,1,0,1,109805.17,1,0,0,0,1,0
3764,640,26,5,90402.77,1,1,1,3298.65,0,1,0,1,0,0
3765,750,37,1,133199.71,2,1,1,27366.77,0,1,0,0,1,0
3766,614,36,5,0.0,2,1,0,130610.78,0,0,1,1,0,0
3767,701,37,3,0.0,2,1,1,164268.28,1,0,0,0,1,0
3768,661,35,5,0.0,1,1,0,155394.52,1,0,0,1,0,0
3769,515,48,5,129387.94,1,0,1,147955.91,1,0,0,1,0,1
3770,607,37,4,135927.06,1,0,0,180890.4,0,1,0,0,1,0
3771,608,62,8,144976.5,1,0,0,175836.03,1,0,0,0,1,1
3772,630,29,6,131354.39,1,0,1,9324.31,0,1,0,1,0,1
3773,511,58,0,149117.31,1,1,1,162599.51,1,0,0,1,0,0
3774,784,33,10,0.0,2,1,0,162022.47,0,0,1,1,0,0
3775,725,45,1,129855.32,1,0,0,24218.65,1,0,0,1,0,0
3776,551,30,2,143340.44,1,1,0,145796.49,0,1,0,0,1,0
3777,613,29,0,0.0,2,0,1,133897.32,0,0,1,1,0,0
3778,606,47,3,93578.68,2,0,1,137720.56,1,0,0,1,0,1
3779,521,77,6,0.0,2,1,1,49054.1,1,0,0,0,1,0
3780,613,69,9,78778.49,1,0,1,8751.59,0,1,0,1,0,0
3781,567,45,1,157320.51,1,1,0,62193.92,0,0,1,0,1,0
3782,650,39,4,0.0,2,0,0,186275.7,1,0,0,0,1,0
3783,741,19,8,108711.57,2,1,0,24857.25,0,1,0,0,1,0
3784,579,39,3,166501.17,2,1,0,93835.64,1,0,0,0,1,0
3785,752,38,10,101648.5,2,1,0,172001.44,0,1,0,0,1,0
3786,643,20,0,133313.34,1,1,1,3965.69,0,0,1,0,1,0
3787,594,61,3,62391.22,1,1,1,192434.11,1,0,0,1,0,0
3788,513,30,5,0.0,2,1,0,162523.66,1,0,0,1,0,0
3789,656,34,6,59877.33,1,1,0,14032.62,0,0,1,0,1,1
3790,778,35,1,151958.19,3,1,1,131238.37,0,1,0,0,1,1
3791,561,56,7,152759.0,2,1,0,133167.11,1,0,0,1,0,1
3792,499,38,9,0.0,2,0,1,183042.2,1,0,0,0,1,0
3793,520,39,6,145644.05,1,0,0,104118.93,1,0,0,0,1,0
3794,350,51,10,0.0,1,1,1,125823.79,1,0,0,1,0,1
3795,584,28,10,0.0,2,1,0,19834.32,1,0,0,1,0,0
3796,628,55,7,0.0,3,1,0,85890.75,0,0,1,0,1,1
3797,651,40,4,0.0,2,1,1,147715.83,1,0,0,1,0,0
3798,513,43,9,0.0,2,1,0,152499.8,1,0,0,0,1,0
3799,596,48,2,131326.47,1,0,0,1140.02,0,1,0,1,0,1
3800,469,37,9,96776.49,1,1,1,119890.86,0,0,1,1,0,0
3801,696,31,3,150604.52,1,0,0,5566.6,0,1,0,1,0,0
3802,717,22,6,101060.25,1,0,1,84699.56,0,0,1,0,1,0
3803,711,38,2,129022.06,2,1,1,14374.86,1,0,0,0,1,1
3804,678,48,2,0.0,2,1,1,32301.88,1,0,0,0,1,0
3805,605,48,10,150315.92,1,0,1,133486.36,0,0,1,0,1,0
3806,420,31,1,108377.75,2,1,1,9904.63,0,1,0,0,1,0
3807,631,33,7,0.0,1,1,1,58043.02,1,0,0,1,0,1
3808,713,32,1,117094.02,1,0,0,149558.83,1,0,0,0,1,1
3809,608,42,8,131390.75,2,1,0,71178.09,0,1,0,1,0,0
3810,775,36,2,109949.05,2,0,1,71682.54,0,1,0,1,0,0
3811,714,54,7,126113.28,1,1,0,112777.38,1,0,0,1,0,0
3812,658,31,3,133003.03,1,0,1,146339.27,0,1,0,0,1,1
3813,834,34,5,0.0,2,0,0,53437.1,0,0,1,1,0,0
3814,677,26,6,98723.67,1,0,1,151146.67,0,1,0,0,1,0
3815,494,25,6,0.0,2,0,1,109988.09,1,0,0,1,0,0
3816,806,30,8,168078.83,1,1,0,85028.36,0,1,0,1,0,1
3817,601,35,2,0.0,2,1,1,118983.18,1,0,0,1,0,0
3818,592,62,5,0.0,1,1,1,100941.57,1,0,0,0,1,0
3819,751,39,3,0.0,2,1,1,84175.34,1,0,0,0,1,0
3820,601,42,4,96763.89,1,1,1,199242.65,0,0,1,0,1,0
3821,578,35,2,0.0,2,0,1,26389.92,1,0,0,0,1,0
3822,650,23,5,0.0,1,1,1,180622.43,0,0,1,0,1,0
3823,705,57,3,0.0,2,1,1,34134.14,0,0,1,0,1,0
3824,656,46,7,141535.52,1,1,0,50595.15,0,1,0,0,1,1
3825,645,45,4,0.0,1,0,1,174916.85,0,0,1,1,0,1
3826,507,35,2,0.0,2,1,0,97633.93,1,0,0,0,1,0
3827,454,40,2,123177.01,1,1,0,148309.98,0,0,1,1,0,0
3828,711,53,5,123805.03,1,1,0,102428.51,0,1,0,0,1,0
3829,741,39,7,143637.58,2,0,1,174227.66,0,0,1,1,0,0
3830,633,33,4,92855.02,1,1,1,159813.18,0,0,1,0,1,0
3831,565,38,7,145400.69,2,1,1,83844.79,0,1,0,0,1,0
3832,655,34,1,116114.93,1,1,1,49492.15,0,0,1,1,0,0
3833,699,31,6,114493.68,1,0,0,138396.32,0,0,1,1,0,0
3834,625,31,8,0.0,2,1,0,151843.54,0,0,1,0,1,0
3835,606,40,9,95293.86,2,0,1,96985.58,0,1,0,1,0,0
3836,647,64,1,91216.0,1,1,1,41800.18,0,0,1,0,1,0
3837,589,55,7,119961.48,1,1,0,65156.83,0,1,0,1,0,1
3838,652,38,6,0.0,2,1,1,145700.22,1,0,0,1,0,0
3839,732,61,9,94867.18,2,1,1,157527.6,0,1,0,0,1,1
3840,691,29,9,0.0,2,0,0,199635.93,1,0,0,0,1,0
3841,680,30,4,108300.27,2,0,1,44384.57,0,1,0,1,0,1
3842,609,40,10,137389.77,2,1,0,170122.22,0,1,0,0,1,0
3843,415,53,5,167259.44,1,1,1,22357.25,0,0,1,1,0,0
3844,727,31,0,0.0,1,1,0,121751.04,0,0,1,0,1,1
3845,508,49,1,93817.41,2,1,1,132468.76,1,0,0,1,0,1
3846,551,54,5,102994.04,1,1,0,176680.16,0,1,0,1,0,1
3847,655,41,8,125561.97,1,0,0,164040.94,0,1,0,1,0,1
3848,729,29,5,109676.52,1,1,1,25548.47,0,1,0,1,0,0
3849,568,46,8,150836.92,1,0,0,64516.8,0,1,0,1,0,1
3850,452,35,4,148172.44,1,1,1,4175.68,1,0,0,1,0,0
3851,685,33,1,0.0,3,0,1,70221.13,1,0,0,0,1,1
3852,667,40,8,72945.29,2,1,0,98931.5,1,0,0,1,0,0
3853,680,30,3,0.0,1,1,0,160131.58,0,0,1,0,1,0
3854,740,33,2,126524.11,1,1,0,136869.31,0,1,0,1,0,0
3855,644,44,5,73348.56,1,1,0,157166.79,1,0,0,1,0,1
3856,511,29,9,0.0,2,0,1,140676.98,0,0,1,0,1,0
3857,629,34,1,121151.05,1,0,0,119357.93,0,0,1,1,0,0
3858,708,46,7,68799.72,1,1,1,39704.14,0,0,1,1,0,0
3859,577,41,4,89015.61,1,0,1,135227.23,0,0,1,1,0,0
3860,655,37,5,93147.0,2,1,0,66214.13,1,0,0,1,0,0
3861,564,28,1,0.0,1,1,1,162428.05,1,0,0,0,1,0
3862,850,47,4,99219.47,2,1,1,122141.13,0,1,0,0,1,0
3863,729,44,6,0.0,2,1,0,151733.43,1,0,0,1,0,0
3864,790,33,10,135120.72,1,0,0,195204.99,1,0,0,0,1,0
3865,648,44,9,111369.79,2,1,1,91947.74,0,1,0,1,0,0
3866,776,39,8,125211.55,2,1,0,144496.07,1,0,0,1,0,0
3867,592,54,8,0.0,1,1,1,28737.71,1,0,0,1,0,1
3868,619,38,6,0.0,2,1,1,117616.29,0,0,1,0,1,0
3869,548,39,7,131468.44,1,1,0,164975.82,0,0,1,1,0,0
3870,649,37,8,114737.26,1,1,1,106655.88,0,1,0,0,1,1
3871,580,61,8,125921.37,1,1,1,94677.83,0,0,1,1,0,0
3872,498,30,1,0.0,2,0,0,135795.53,1,0,0,0,1,0
3873,635,37,3,0.0,2,1,0,91086.73,0,0,1,0,1,0
3874,834,49,2,131394.56,1,0,0,194365.76,1,0,0,0,1,1
3875,614,66,2,0.0,2,0,1,180082.7,0,0,1,1,0,0
3876,850,44,2,112755.34,2,0,0,158171.36,0,1,0,1,0,0
3877,444,36,7,0.0,2,0,1,138743.86,1,0,0,1,0,0
3878,664,36,6,71142.77,2,1,0,122433.09,0,1,0,1,0,0
3879,741,35,6,74371.49,1,0,0,99595.67,0,0,1,1,0,0
3880,710,47,5,158623.14,1,0,0,83499.89,1,0,0,1,0,1
3881,606,40,6,119501.88,2,1,0,46774.94,1,0,0,1,0,0
3882,593,32,6,99162.29,1,1,0,128384.11,1,0,0,1,0,0
3883,746,36,7,142400.77,1,1,1,193438.69,1,0,0,1,0,0
3884,634,31,8,76798.92,1,0,0,196021.73,0,1,0,0,1,0
3885,644,50,9,76817.0,4,1,0,196371.13,1,0,0,1,0,1
3886,799,63,1,110314.21,2,1,0,37464.0,1,0,0,0,1,1
3887,565,58,3,108888.24,3,0,1,135875.51,0,1,0,0,1,1
3888,726,29,7,0.0,2,1,1,91844.14,1,0,0,1,0,1
3889,621,39,8,0.0,2,1,0,36122.96,0,0,1,1,0,0
3890,690,44,9,100368.63,2,0,0,35342.33,0,1,0,1,0,0
3891,606,48,4,132403.56,1,0,0,36091.91,0,1,0,1,0,1
3892,624,48,3,122388.38,2,0,0,30020.09,0,1,0,0,1,0
3893,786,34,3,137361.96,1,0,0,183682.09,1,0,0,1,0,0
3894,620,33,9,127638.35,1,1,1,192717.57,1,0,0,0,1,0
3895,621,40,6,0.0,1,1,0,155155.25,1,0,0,0,1,0
3896,850,40,4,97990.49,2,0,0,106691.02,0,1,0,0,1,0
3897,740,37,7,0.0,2,1,1,194270.91,1,0,0,0,1,0
3898,659,49,1,0.0,1,1,0,116249.72,1,0,0,0,1,1
3899,586,34,5,168094.01,1,0,0,20058.61,0,0,1,1,0,0
3900,636,67,7,136709.35,1,0,1,66753.1,0,1,0,1,0,1
3901,551,36,5,0.0,1,1,0,183479.12,1,0,0,0,1,0
3902,767,24,5,0.0,2,1,1,67445.85,0,0,1,0,1,0
3903,798,38,4,129055.13,1,1,0,157147.59,0,1,0,0,1,0
3904,502,42,8,159660.8,3,1,0,113931.57,1,0,0,0,1,1
3905,479,35,2,113090.4,1,1,0,195649.79,1,0,0,0,1,0
3906,687,35,9,0.0,2,0,1,73133.82,1,0,0,1,0,0
3907,607,39,2,84468.67,2,1,1,121945.42,0,1,0,1,0,0
3908,767,48,9,0.0,2,0,1,175458.21,1,0,0,1,0,0
3909,601,46,3,98202.76,1,0,0,137763.93,1,0,0,0,1,0
3910,702,26,4,135219.57,1,0,1,59747.63,0,0,1,0,1,0
3911,668,30,8,0.0,2,1,0,138465.7,0,0,1,0,1,0
3912,850,30,3,104911.35,2,1,1,42933.26,0,1,0,0,1,0
3913,782,36,5,81210.72,2,0,1,108003.38,1,0,0,1,0,0
3914,599,49,10,143888.22,2,1,1,166236.38,0,1,0,0,1,1
3915,590,23,7,0.0,2,1,0,196789.9,0,0,1,0,1,0
3916,712,23,2,0.0,2,0,1,66795.78,1,0,0,1,0,0
3917,769,25,10,0.0,2,0,0,187925.75,1,0,0,0,1,0
3918,632,29,7,80922.75,1,1,0,7820.78,0,0,1,0,1,0
3919,651,26,5,147037.32,1,0,0,141763.26,0,1,0,1,0,0
3920,773,37,2,103195.2,2,1,0,178268.36,0,0,1,1,0,0
3921,527,30,6,126663.51,1,1,1,162267.91,0,1,0,0,1,0
3922,705,50,4,77065.9,2,0,1,145159.26,1,0,0,0,1,0
3923,735,55,6,134140.68,1,1,0,2267.88,1,0,0,1,0,0
3924,666,40,5,0.0,2,1,0,147878.05,1,0,0,1,0,0
3925,586,46,0,0.0,3,0,1,131553.82,1,0,0,0,1,1
3926,633,32,1,104001.38,1,0,1,36642.65,1,0,0,0,1,0
3927,431,42,8,120822.86,2,1,0,126153.24,0,1,0,1,0,0
3928,508,25,2,111395.53,1,0,1,48197.06,1,0,0,0,1,0
3929,567,41,0,134378.89,1,1,1,105746.94,0,1,0,1,0,0
